"","year","day","solarR","Tmax","Tmin","Tavg","RHmax","RHmin","RHavg","WS","precip"
"1",2003,1,5.33465999999999,-2.07000000000005,-3.40000000000003,-6.66187500000001,0.98,0.66,0.81625,10.0426517515903,0.000297637200000076
"2",2003,2,7.12529999999999,-1.50999999999999,-2.96000000000004,-5.13125000000002,1,0.82,0.916875,7.80622986614296,0
"3",2003,3,7.15013999999999,1.51999999999998,-1.96000000000004,-7.57125000000002,0.96,0.71,0.8625,1.82102142652325,0
"4",2003,4,3.37391999999999,5.13,3.66999999999996,-1.85562500000003,0.93,0.71,0.855625,3.67101305855476,0.0387778752
"5",2003,5,5.33735999999999,2.49000000000001,1.01999999999998,-0.564375000000041,1,0.91,0.960625,10.4359527470919,0.0545951664000001
"6",2003,6,7.90019999999999,-0.300000000000068,-1.36000000000001,-4.72625000000005,1,0.93,0.970625,8.14584865965008,0.0147543012000002
"7",2003,7,7.67015999999999,10.49,9.37,0.944999999999993,0.9,0.75,0.833125,16.4344098682879,0.000255117600000052
"8",2003,8,7.84187999999999,13.05,10.46,4.84437499999996,0.86,0.53,0.7225,15.1989169352755,6.377939999999e-05
"9",2003,9,6.92765999999999,11.33,6.80999999999995,0.611249999999984,0.92,0.49,0.74875,21.8650463923919,0.0211747608000001
"10",2003,10,8.37161999999999,-2.47000000000003,-6.25999999999999,-10.103125,0.89,0.63,0.760625,16.9735036673118,0.00552754800000009
"11",2003,11,8.59895999999999,-10.08,-12.73,-15.438125,1,0.55,0.79125,13.3798355710183,0.000467715600000081
"12",2003,12,8.44127999999999,1.69999999999993,-3.73000000000002,-12.029375,0.94,0.49,0.725625,8.68370008071503,0
"13",2003,13,5.56901999999999,0.909999999999968,-4.21000000000004,-12.538125,0.91,0.53,0.7025,11.3402362395248,0.00121180859999999
"14",2003,14,8.62218,-8.59000000000003,-11.4300000000001,-14.1800000000001,1,0.65,0.84375,11.9908836688581,0.0082275426000001
"15",2003,15,8.63243999999999,-10.15,-12.53,-15.8150000000001,0.97,0.53,0.72125,8.01694431806845,0
"16",2003,16,8.88893999999999,-8.43000000000006,-9.71000000000004,-12.19,1,0.6,0.748125,12.2870891493176,0
"17",2003,17,9.33389999999999,-9.50999999999999,-12.6,-15.394375,0.98,0.3,0.736875,6.84280808149609,0
"18",2003,18,9.25559999999999,-7.08000000000004,-8.35000000000002,-10.8725,0.97,0.37,0.75375,12.8799213164685,0.0467715599999999
"19",2003,19,7.60481999999999,0.279999999999973,-1.94000000000005,-12.094375,1,0.61,0.794375,9.86002735621042,0.000127558800000072
"20",2003,20,7.43363999999999,-1.02000000000004,-7.97000000000003,-13.630625,1,0.7,0.80625,6.23507125223543,0
"21",2003,21,9.14111999999999,-8.56000000000006,-12.21,-17.914375,1,0.45,0.7825,7.35488516787107,0.000616534200000026
"22",2003,22,9.79398,-14.23,-17.01,-20.131875,0.93,0.62,0.78875,11.4428210138376,0
"23",2003,23,10.08126,-18.43,-20.03,-22.734375,0.95,0.42,0.69625,11.5701442110252,0.00127558799999998
"24",2003,24,6.60905999999999,-8.52000000000004,-11.2,-18.0425,1,0.42,0.81625,7.4017758098479,0.000212597999999936
"25",2003,25,7.05347999999999,-6.97000000000003,-8.58000000000004,-12.586875,1,0.72,0.888125,8.14750785172483,0.00204094079999996
"26",2003,26,10.66176,-8.43000000000006,-14.4,-20.6375,1,0.73,0.895625,11.7858196114362,0.00457085700000005
"27",2003,27,6.77861999999999,-5.34000000000003,-10,-18.14,1,0.54,0.805625,11.8588963379253,0.00848266020000006
"28",2003,28,5.98211999999999,-0.509999999999991,-1.48000000000002,-4.19562500000006,1,0.82,0.895625,2.97659160079847,0.1108273374
"29",2003,29,10.52892,-3.23000000000002,-8.02000000000004,-13.3675000000001,1,0.66,0.928125,5.29201765698252,0.00102047040000002
"30",2003,30,9.20969999999999,-0.129999999999995,-1.59000000000003,-7.17062500000003,1,0.6,0.874375,12.5895426532683,0.00686691539999997
"31",2003,31,9.71405999999999,0.809999999999945,0.349999999999966,-0.129375000000039,1,0.86,0.95625,5.06668633495145,0.1860019902
"32",2003,32,10.42362,1.05999999999995,-0.700000000000045,-4.61812500000002,1,0.63,0.904375,6.34683655682185,0.000744093000000099
"33",2003,33,4.97177999999999,1.24000000000001,0.71999999999997,-0.831250000000068,1,0.94,0.983125,9.91365523186107,0.1360202004
"34",2003,34,7.09991999999999,0.75,0.289999999999964,-0.91375000000005,1,0.87,0.965,15.2522884222209,0.2209318416
"35",2003,35,12.14406,-2.90000000000003,-5.49000000000001,-13.295625,1,0.37,0.810625,20.729620449215,0.0195164964
"36",2003,36,9.45377999999999,-4.90000000000003,-9.50999999999999,-15.093125,0.99,0.58,0.774375,5.8364867969862,0.0186023250000002
"37",2003,37,12.42216,-5.93000000000006,-8.43000000000006,-13.8487500000001,1,0.78,0.88875,11.7476771320876,0.00546376859999991
"38",2003,38,12.58902,-11.53,-16.12,-19.243125,1,0.209999999999999,0.676875,9.4003845816786,0.000148818600000038
"39",2003,39,12.0582,-4.98000000000002,-6.07000000000005,-8.72750000000002,0.93,0.71,0.816875,10.6068376249636,0.0056338470000001
"40",2003,40,12.15378,-4.80000000000007,-9.56000000000006,-15.514375,1,0.51,0.745625,7.6518667346732,0.00184960259999999
"41",2003,41,13.30776,-4.90000000000003,-5.88999999999999,-14.7825,1,0.58,0.8325,10.4597601999902,0.0172842174000001
"42",2003,42,11.30706,-0.870000000000005,-4.94000000000005,-13.33375,0.99,0.39,0.79625,12.6583433455535,0.0662880563999999
"43",2003,43,13.50864,-7.27000000000004,-9.78000000000003,-15.26,0.97,0.54,0.769375,11.0151354916574,0
"44",2003,44,12.91896,2.47999999999996,-0.53000000000003,-10.01625,0.97,0.65,0.78625,4.68688173985642,0
"45",2003,45,7.5978,-1.97000000000003,-3.5,-8.65062500000005,1,0.7,0.848125,12.85748780249,0.1231367616
"46",2003,46,11.47068,-5.03000000000003,-6.12,-9.47375,1,0.59,0.91375,14.5076262656502,0.1145478024
"47",2003,47,14.4153,-7.20000000000005,-9.69000000000005,-12.964375,1,0.52,0.776875,5.69632686563105,0
"48",2003,48,14.42124,-3.33000000000004,-6.25999999999999,-11.230625,0.99,0.64,0.803125,10.4416999559673,0
"49",2003,49,13.72086,1.00999999999999,0.45999999999998,-1.80312500000002,0.98,0.72,0.8875,12.5369938952308,0.0194739768000001
"50",2003,50,14.13126,0.370000000000005,-3.10000000000002,-6.30875000000003,1,0.68,0.84625,8.96316550661298,0.000510235200000012
"51",2003,51,14.60916,2.06999999999994,1.02999999999997,-0.353125000000034,1,0.6,0.8275,14.7862989541355,6.377939999999e-05
"52",2003,52,12.54582,3.27999999999997,1.45999999999998,-2.87250000000006,1,0.66,0.83375,3.53056920211498,0.00340156799999999
"53",2003,53,13.46652,0.169999999999959,-1.62,-7.29437500000006,1,0.56,0.858125,16.258953070155,0.0179432712000004
"54",2003,54,11.36052,-6.36000000000001,-10.14,-13.64,0.98,0.71,0.843125,10.870442424711,0.0231731820000002
"55",2003,55,14.61888,-10.67,-12.46,-16.49875,1,0.65,0.868125,12.7469123920238,0.0181983888000002
"56",2003,56,16.33608,-12.63,-15.12,-20.58625,0.99,0.45,0.784375,6.09815378702565,0
"57",2003,57,16.40736,-8.77000000000004,-11.21,-14.0493750000001,1,0.7,0.82875,8.26043519558259,0.000106299000000014
"58",2003,58,16.1595,-2.38999999999999,-5.62,-11.4075,1,0.62,0.85,3.86018170614511,0
"59",2003,59,15.20208,2.08999999999997,0.159999999999968,-8.39187500000003,1,0.66,0.820625,1.47791087017563,0
"60",2003,60,14.30028,4.75,2.82999999999998,-3.66874999999999,0.97,0.67,0.7875,4.63413210057803,0.000106299000000014
